x,y,label
11.83895,-9.50931,0.00000
-1.21476,-4.95535,1.00000
5.75680,4.17820,0.00000
8.90283,2.87974,1.00000
-1.95519,-5.34916,1.00000
-2.29034,-11.09383,0.00000
9.46697,4.09078,1.00000
-8.19326,-4.93542,0.00000
13.11337,-4.79670,0.00000
-3.13805,12.04555,1.00000
-0.89864,5.50850,0.00000
-12.72715,3.06708,1.00000
-15.62914,-0.48105,1.00000
11.60532,-6.76934,0.00000
1.89633,11.29544,1.00000
-7.56439,1.64471,0.00000
6.22263,-4.73981,1.00000
-2.10422,-12.65858,0.00000
-7.33229,-6.14401,0.00000
-9.45678,-3.77735,0.00000
-5.08655,5.51669,0.00000
8.20386,0.12020,1.00000
-8.81724,-0.49323,0.00000
-9.78832,-0.72258,0.00000
-11.75831,7.64786,1.00000
17.33026,-5.84385,0.00000
4.20692,-11.89207,0.00000
1.75994,-13.65881,0.00000
-12.84545,4.84943,1.00000
-1.94485,-7.60982,1.00000
5.56187,-12.48508,0.00000
-10.46123,11.31849,1.00000
-8.29918,-9.48130,0.00000
7.88766,-2.73998,1.00000
-7.00669,-10.10236,0.00000
14.73380,-1.10925,0.00000
-6.86623,-10.01639,0.00000
15.50602,-6.85355,0.00000
-9.90840,-1.13024,0.00000
8.52286,-2.17399,1.00000
-5.88524,-6.91552,0.00000
5.70598,-13.03027,0.00000
1.03125,-7.55379,1.00000
7.53283,5.89580,1.00000
13.88747,-5.30523,0.00000
-8.66103,10.32270,1.00000
2.68555,3.66385,0.00000
16.43143,-1.57586,0.00000
-7.71353,0.41346,0.00000
0.00987,12.96012,1.00000
-7.54852,11.18265,1.00000
7.99499,-10.53163,0.00000
11.57916,-8.54726,0.00000
-8.17773,2.25186,0.00000
9.32448,-6.86348,0.00000
-12.83928,7.09463,1.00000
6.67540,6.91894,1.00000
6.42290,-3.88307,1.00000
-6.96696,3.81349,0.00000
-5.27057,-10.93207,0.00000
4.52037,-12.43031,0.00000
-8.34224,-0.44502,0.00000
-0.50150,8.73441,0.00000
-9.00714,10.43819,1.00000
8.12474,-2.91205,1.00000
8.68106,-2.90500,1.00000
8.48208,7.26627,1.00000
-3.15432,5.91136,0.00000
14.13398,-8.37052,0.00000
-17.00574,0.34490,1.00000
3.04565,1.77334,0.00000
8.89267,4.69457,1.00000
-0.96847,12.76101,1.00000
6.35565,7.66147,1.00000
-14.35387,4.30995,1.00000
-2.40328,11.34386,1.00000
10.40398,-11.89601,0.00000
11.08717,-1.06795,1.00000
13.60966,-8.11146,0.00000
-16.55219,1.88436,1.00000
7.08012,-12.30106,0.00000
11.13138,-10.55515,0.00000
5.36032,12.69292,1.00000
-2.90406,12.49252,1.00000
-7.74484,2.28410,0.00000
5.81897,-13.30244,0.00000
-0.09861,-12.19547,0.00000
9.17577,4.52477,1.00000
10.25704,-7.66656,0.00000
-6.65154,7.12368,0.00000
1.41465,-11.84190,0.00000
-13.01790,9.70828,1.00000
-0.41085,13.66267,1.00000
-9.01507,-5.89494,0.00000
-15.84609,2.36497,1.00000
-7.42514,-5.95403,0.00000
-4.69854,12.33330,1.00000
-5.81727,11.29965,1.00000
-15.29107,1.54913,1.00000
3.30053,-14.20985,0.00000
8.14674,-4.69891,1.00000
1.76200,4.79464,0.00000
-2.49049,5.83763,0.00000
-13.83397,1.13023,1.00000
-1.63512,12.17685,1.00000
-0.07202,-11.88354,0.00000
5.82944,10.37761,1.00000
9.60012,-11.40618,0.00000
3.93297,-12.11484,0.00000
-5.77372,10.52820,1.00000
2.82469,4.93426,0.00000
-2.71515,13.66001,1.00000
7.74999,8.84051,1.00000
-6.08054,11.57908,1.00000
-9.49017,-6.25101,0.00000
-0.89652,14.33982,1.00000
4.84998,-5.15900,1.00000
-6.46936,11.91130,1.00000
10.34064,-8.38925,0.00000
-8.30841,-0.28532,0.00000
-14.43509,5.03484,1.00000
-1.82083,-12.65583,0.00000
0.61953,-11.72963,0.00000
4.14787,10.66279,1.00000
-10.76291,9.52275,1.00000
10.74322,0.51954,1.00000
0.40310,12.28315,1.00000
7.17939,-2.56218,1.00000
-8.40810,1.04302,0.00000
-7.74708,1.10277,0.00000
-10.81301,-0.63988,0.00000
8.16474,6.14886,1.00000
-1.74920,-5.38012,1.00000
-6.92362,10.60293,1.00000
0.99752,12.71692,1.00000
1.51036,-8.37348,1.00000
-9.96541,-3.21336,0.00000
-15.61577,1.46862,1.00000
0.17996,-5.25527,1.00000
16.01206,1.75084,0.00000
5.18213,11.02723,1.00000
5.82824,-13.83649,0.00000
15.71534,-0.94278,0.00000
-0.26854,-6.54131,1.00000
3.91966,11.67981,1.00000
-10.75250,-7.93144,0.00000
-13.14130,7.66491,1.00000
-0.64928,-13.32867,0.00000
-9.43034,-5.56767,0.00000
9.68978,2.05656,1.00000
-10.72747,9.97131,1.00000
-13.03059,7.77738,1.00000
10.88631,4.78419,1.00000
6.83940,-13.55323,0.00000
-0.25516,7.10379,0.00000
9.17107,0.73034,1.00000
10.35892,5.55541,1.00000
-8.79101,9.93516,1.00000
-5.85743,11.32595,1.00000
4.27409,11.38165,1.00000
-0.72261,-13.12243,0.00000
7.54350,-14.42587,0.00000
-6.36887,11.28663,1.00000
0.96289,5.60543,0.00000
-5.67107,-9.65518,0.00000
-3.63694,13.21351,1.00000
8.14540,-10.29481,0.00000
8.30958,0.73655,1.00000
-6.80992,4.49599,0.00000
-6.22366,-9.41266,0.00000
-15.40889,2.25263,1.00000
7.14611,10.18767,1.00000
2.27366,2.72676,0.00000
-8.41252,10.15791,1.00000
3.77651,12.28697,1.00000
-8.69697,-0.33439,0.00000
13.48542,-6.84590,0.00000
14.81997,-1.05229,0.00000
-5.24077,12.18893,1.00000
10.53999,1.99261,1.00000
-6.20378,12.65777,1.00000
9.49027,-9.12468,0.00000
9.10975,6.21909,1.00000
1.85546,-4.76783,1.00000
-1.33472,13.91574,1.00000
7.63162,-9.90709,0.00000
-7.00944,-9.82729,0.00000
3.41351,-13.24100,0.00000
-0.23107,-12.05680,0.00000
0.73253,11.14735,1.00000
-8.36920,10.62735,1.00000
-9.47502,-5.10635,0.00000
-12.07680,4.77419,1.00000
-13.69457,6.13663,1.00000
7.66448,6.69278,1.00000
-4.86515,11.81677,1.00000
1.34482,-7.57444,1.00000
1.84723,5.24602,0.00000
5.16558,-6.87646,1.00000
-13.12307,4.33611,1.00000
0.11860,-5.36709,1.00000
15.84394,-1.39003,0.00000
14.68440,-2.04325,0.00000
1.15346,-13.64076,0.00000
-13.69786,5.68255,1.00000
-5.41352,2.54577,0.00000
1.47768,6.83666,0.00000
-4.14637,-12.67178,0.00000
-7.76264,-9.00110,0.00000
-1.18983,-6.05145,1.00000
3.66772,-6.91865,1.00000
-10.27738,-4.24280,0.00000
14.11503,-5.73988,0.00000
-1.34508,13.44904,1.00000
4.34866,-7.17138,1.00000
6.46417,7.91188,1.00000
-8.43834,-7.80535,0.00000
0.46115,4.87089,0.00000
15.68459,-2.52743,0.00000
3.65492,-6.60816,1.00000
-10.30494,10.62710,1.00000
-5.59560,-9.89573,0.00000
6.29558,8.22133,1.00000
9.36787,0.77103,1.00000
-9.74105,11.59729,1.00000
1.69784,-5.70548,1.00000
-15.04730,2.45028,1.00000
-11.67683,7.68721,1.00000
2.17227,-13.69672,0.00000
1.90347,-6.54913,1.00000
-3.03355,-3.14696,1.00000
-5.85036,-10.02685,0.00000
-15.38064,0.53170,1.00000
-8.08128,-7.41845,0.00000
-2.29915,11.36738,1.00000
-7.59609,9.87595,1.00000
-4.21006,-10.61122,0.00000
-0.41638,-12.89407,0.00000
8.49482,4.20342,1.00000
11.63571,-8.04049,0.00000
-7.93066,3.01747,0.00000
-0.10771,-4.46021,1.00000
-8.89195,10.11198,1.00000
9.54685,6.34135,1.00000
3.22156,-11.89605,0.00000
5.55515,-12.85583,0.00000
10.27572,2.81094,1.00000
-12.62568,8.83237,1.00000
6.66339,-11.46260,0.00000
-9.91070,-2.37639,0.00000
7.84612,6.34972,1.00000
-5.16532,13.19564,1.00000
-9.36257,1.30342,0.00000
-7.59871,-7.50467,0.00000
9.21216,-11.55913,0.00000
-6.41311,12.87190,1.00000
-6.00334,-10.59942,0.00000
-9.06218,0.57335,0.00000
6.86589,-12.51280,0.00000
-15.12442,3.27947,1.00000
-10.11133,9.43643,1.00000
-8.03220,1.36660,0.00000
5.00113,-6.84909,1.00000
-12.16160,7.59166,1.00000
11.50659,-7.42337,0.00000
-8.00885,6.05918,0.00000
15.91827,-5.41286,0.00000
9.64653,8.52971,1.00000
5.65479,9.30192,1.00000
-1.51684,-11.17241,0.00000
18.05773,-4.29209,0.00000
-8.69368,10.93414,1.00000
2.74995,3.04287,0.00000
-8.62971,-6.12137,0.00000
-9.49654,8.82028,1.00000
-3.56782,15.73456,1.00000
10.01678,-11.28636,0.00000
-14.38035,-0.52453,1.00000
-12.76197,8.80931,1.00000
15.92925,-0.55772,0.00000
4.61629,-7.39262,1.00000
-15.83801,1.34848,1.00000
10.27006,-10.30913,0.00000
-1.90642,7.85677,0.00000
2.28170,-7.20274,1.00000
12.90274,-5.91081,0.00000
10.44369,1.91083,1.00000
-17.03463,-0.48888,1.00000
-13.95689,3.01085,1.00000
-2.17272,13.00394,1.00000
8.36512,7.56659,1.00000
-7.22776,-8.78015,0.00000
-0.41903,12.35211,1.00000
-7.24318,12.38346,1.00000
-9.68467,9.82065,1.00000
-3.99569,12.67077,1.00000
10.87884,-8.57486,0.00000
-8.51135,-3.32044,0.00000
9.90847,5.05819,1.00000
-10.17161,-0.93505,0.00000
11.18120,-9.27700,0.00000
13.96477,-4.61213,0.00000
3.68092,10.67716,1.00000
2.25492,-13.21323,0.00000
-4.39060,-1.94199,1.00000
-8.27768,3.60579,0.00000
-10.23910,9.01006,1.00000
9.41379,-10.10008,0.00000
-2.78209,-12.09167,0.00000
-7.18292,2.67768,0.00000
-1.40695,7.19641,0.00000
-11.73869,10.24666,1.00000
13.36831,-7.53648,0.00000
-8.00223,-7.85845,0.00000
-3.06129,-12.72925,0.00000
11.33935,2.51468,1.00000
-13.90763,3.46665,1.00000
-7.64951,-2.28755,0.00000
7.87630,-11.44702,0.00000
15.66537,-0.30123,0.00000
13.13514,-7.71153,0.00000
9.38618,-10.10512,0.00000
8.12036,1.69645,1.00000
-14.39922,5.48486,1.00000
-12.03276,7.64061,1.00000
2.24602,13.47904,1.00000
-0.46338,5.96064,0.00000
-16.41750,-1.17144,1.00000
-13.35093,6.74581,1.00000
-9.23188,11.23895,1.00000
-1.80730,11.78197,1.00000
-6.38503,6.55569,0.00000
-7.72923,9.47858,1.00000
-13.74475,5.57406,1.00000
-5.86721,-10.61499,0.00000
7.40606,-1.73378,1.00000
-9.78847,-2.83504,0.00000
2.61834,-6.29290,1.00000
-8.95043,-6.12575,0.00000
3.87318,-6.10105,1.00000
-2.27601,12.85308,1.00000
1.72767,-11.77645,0.00000
1.96152,-7.31011,1.00000
-6.47443,7.25904,0.00000
5.60943,-10.96589,0.00000
-8.88805,-4.47803,0.00000
10.60945,-1.64894,1.00000
-9.90368,10.43681,1.00000
1.39470,-9.36785,1.00000
13.01199,-8.56285,0.00000
-7.00167,10.18883,1.00000
8.43013,-1.00571,1.00000
-3.80970,-1.35611,1.00000
-9.33124,-0.04131,0.00000
0.54098,-13.40130,0.00000
12.42740,-4.83054,0.00000
-13.70695,6.73972,1.00000
3.04555,4.51183,0.00000
1.39859,12.95392,1.00000
-9.02041,-2.38050,0.00000
-14.47801,7.64438,1.00000
14.95436,-5.30245,0.00000
14.43765,-1.30431,0.00000
0.39733,-5.29422,1.00000
-3.58456,-2.18401,1.00000
7.96343,-1.39425,1.00000
8.00935,-9.40508,0.00000
6.40008,8.90877,1.00000
10.85819,-9.93486,0.00000
-14.98735,7.06874,1.00000
6.37009,10.97089,1.00000
13.32764,-6.55513,0.00000
-8.99900,-6.07901,0.00000
-0.01163,-10.86738,0.00000
-3.69279,6.37151,0.00000
7.01187,1.56235,1.00000
-3.03499,5.87653,0.00000
-0.75531,12.29467,1.00000
0.31823,4.47840,0.00000
0.24238,-5.40590,1.00000
4.46265,-7.54629,1.00000
8.32475,6.33660,1.00000
8.65631,-4.79340,1.00000
3.12476,2.06272,0.00000
-6.03866,5.01448,0.00000
-9.15544,9.73451,1.00000
3.37069,-12.22886,0.00000
-0.87025,5.47571,0.00000
-1.34054,6.52591,0.00000
4.22584,11.33542,1.00000
-6.78619,2.68008,0.00000
8.20629,7.77355,1.00000
-11.46826,8.50182,1.00000
13.20368,-5.61276,0.00000
7.33475,8.00834,1.00000
-3.53609,-4.84955,1.00000
14.85702,-5.32466,0.00000
-15.32526,1.97202,1.00000
-16.18191,0.69097,1.00000
-10.63579,5.86765,1.00000
1.34226,-12.80172,0.00000
-1.26516,-6.01086,1.00000
1.61032,10.11374,1.00000
-0.00471,-11.69713,0.00000
4.34110,11.05608,1.00000
10.06938,-8.60455,0.00000
9.26455,5.89641,1.00000
10.77506,-0.23675,1.00000
1.53623,-11.83899,0.00000
5.06906,-4.35868,1.00000
-7.76570,-8.81732,0.00000
-9.76215,8.51318,1.00000
-12.20034,9.15826,1.00000
0.32712,-12.64658,0.00000
5.75919,-12.51528,0.00000
-7.01494,-10.58103,0.00000
8.42596,-10.12853,0.00000
-15.63107,2.13233,1.00000
1.22259,6.22699,0.00000
-0.04279,-12.51158,0.00000
-6.39116,-8.83725,0.00000
6.52659,-3.51096,1.00000
-4.28445,-9.03301,0.00000
-3.05713,5.02271,0.00000
2.27869,-5.10367,1.00000
0.40527,-4.42465,1.00000
-8.00251,-4.92023,0.00000
-6.28211,5.68548,0.00000
10.41794,6.47941,1.00000
3.98257,5.16553,0.00000
-5.90677,6.39921,0.00000
15.82040,-3.05286,0.00000
2.76390,-12.67238,0.00000
-6.48363,1.47748,0.00000
6.94748,6.17839,1.00000
-1.24012,-14.15727,0.00000
8.39595,3.31639,1.00000
-7.20584,11.38237,1.00000
1.74665,7.20685,0.00000
-8.01978,-6.20507,0.00000
7.83658,7.27114,1.00000
1.74349,-14.01878,0.00000
14.73763,-2.93496,0.00000
8.88697,4.31547,1.00000
15.54441,-0.59088,0.00000
-7.61260,4.12180,0.00000
-12.66831,10.22691,1.00000
13.63490,-7.63400,0.00000
4.18899,9.72959,1.00000
14.31301,-4.24276,0.00000
7.48541,9.07901,1.00000
7.07787,-3.94099,1.00000
-7.36127,-9.06734,0.00000
-5.91369,4.51397,0.00000
3.02386,-6.07453,1.00000
-4.62865,5.72171,0.00000
1.63450,9.15370,1.00000
-7.31157,-10.15328,0.00000
-7.62889,2.47345,0.00000
16.88009,-1.52262,0.00000
3.52424,11.75095,1.00000
-3.03160,12.69124,1.00000
-17.73417,2.06985,1.00000
-4.82951,4.82132,0.00000
-10.55209,-4.58284,0.00000
-2.04109,-4.38120,1.00000
16.18297,-2.40835,0.00000
8.78244,-1.68310,1.00000
2.90222,-5.60328,1.00000
-11.34980,7.70688,1.00000
5.07279,9.82178,1.00000
0.23422,-14.18344,0.00000
-4.45352,13.00763,1.00000
-7.59702,8.12278,1.00000
7.99521,-2.74687,1.00000
-13.80809,5.38876,1.00000
3.65096,9.62913,1.00000
14.29707,-3.59977,0.00000
7.81755,10.90544,1.00000
-6.94587,11.30390,1.00000
-7.20385,11.74478,1.00000
-2.08437,13.14010,1.00000
-4.19044,5.81429,0.00000
-7.74441,4.18499,0.00000
9.85088,-8.79891,0.00000
-2.57009,12.50001,1.00000
-9.69820,-5.23016,0.00000
-6.99546,4.49906,0.00000
-5.17339,-10.65460,0.00000
-9.32347,-0.24927,0.00000
16.78677,-2.30356,0.00000
6.80717,8.99893,1.00000
-13.88808,6.51501,1.00000
9.16090,5.60709,1.00000
2.87462,11.19779,1.00000
-15.58222,2.72856,1.00000
-8.09945,3.56363,0.00000
-15.22603,2.94731,1.00000
-13.76057,2.74658,1.00000
-7.67929,-8.38856,0.00000
-7.21021,-4.23552,0.00000
0.03547,-12.15190,0.00000
-7.91615,11.84148,1.00000
-0.98894,11.09502,1.00000
-10.38991,9.25248,1.00000
-8.50996,-4.21651,0.00000
-4.43523,12.52069,1.00000
-1.22729,7.22956,0.00000
-4.28693,13.21578,1.00000
13.75938,-6.99749,0.00000
-5.57559,3.97341,0.00000
3.10804,10.99975,1.00000
3.97493,-14.28989,0.00000
-11.97459,4.91402,1.00000
-8.50400,10.53955,1.00000
13.42528,-8.07357,0.00000
7.46744,-13.13767,0.00000
3.57819,3.07428,0.00000
-9.76640,-2.21343,0.00000
4.69666,-11.15662,0.00000
12.54798,-5.88617,0.00000
-9.91111,-4.87644,0.00000
9.70267,-8.34916,0.00000
-6.14824,12.75969,1.00000
-9.48066,2.82698,0.00000
9.01176,-12.34784,0.00000
5.80249,-3.58291,1.00000
14.95043,-2.25173,0.00000
-13.06089,4.29160,1.00000
-7.87883,1.90302,0.00000
2.61842,-8.20510,1.00000
-8.03953,-9.52182,0.00000
7.27756,-10.84987,0.00000
-2.03366,-11.55670,0.00000
-15.67545,3.28564,1.00000
-12.96667,4.27306,1.00000
11.12574,-10.69633,0.00000
14.38208,-5.63930,0.00000
-2.49025,-14.80507,0.00000
-6.85724,7.18785,0.00000
7.65014,5.25836,1.00000
8.04111,-11.37788,0.00000
-3.75397,-9.83754,0.00000
-5.10899,-12.30145,0.00000
14.04958,-4.62438,0.00000
-0.37595,-13.99823,0.00000
0.80992,-11.14594,0.00000
-6.00696,3.10245,0.00000
17.44275,-3.89512,0.00000
-10.79513,7.79463,1.00000
-12.94964,1.38440,1.00000
-2.42918,-12.96399,0.00000
-15.05189,4.36114,1.00000
-3.02125,-11.07250,0.00000
1.65113,9.92763,1.00000
8.81059,8.57248,1.00000
1.54081,13.23140,1.00000
3.20239,-6.87872,1.00000
11.06596,-2.92531,1.00000
7.89291,8.61146,1.00000
1.24103,13.98159,1.00000
-2.99634,-5.77389,1.00000
-8.51342,-5.50212,0.00000
-4.95489,-4.24933,1.00000
0.57453,12.28126,1.00000
4.06368,-3.88784,1.00000
-1.47895,-11.18636,0.00000
9.13500,-8.85493,0.00000
-4.54058,7.64367,0.00000
-1.40075,11.29067,1.00000
-1.45993,13.00714,1.00000
10.28962,3.36744,1.00000
-11.36285,7.60893,1.00000
9.01457,-11.85886,0.00000
7.07356,6.18299,1.00000
5.51136,-12.27205,0.00000
11.21281,-5.78067,0.00000
0.38500,12.51219,1.00000
-8.88398,12.30304,1.00000
0.59974,12.88427,1.00000
7.77583,-2.05028,1.00000
-1.40680,12.30762,1.00000
1.07683,5.29322,0.00000
-10.00891,-4.33167,0.00000
-15.94720,3.52679,1.00000
-8.44491,-1.67447,0.00000
10.48334,3.05692,1.00000
-10.24109,10.72223,1.00000
-9.37552,-2.09870,0.00000
-9.96799,-6.10671,0.00000
-12.75796,7.67608,1.00000
11.88839,-9.42015,0.00000
0.34617,14.18581,1.00000
-15.41379,1.85266,1.00000
-9.40015,-9.14292,0.00000
1.26483,-9.74685,1.00000
2.80961,-13.23393,0.00000
-2.36729,4.06051,0.00000
7.13194,-7.06231,1.00000
-2.73744,13.72455,1.00000
-7.89310,-7.80871,0.00000
7.32466,8.82914,1.00000
-1.69203,-4.16927,1.00000
-9.77424,-2.68513,0.00000
11.21181,-10.12832,0.00000
4.90614,-11.96691,0.00000
13.76556,-2.07427,0.00000
2.34611,-5.07629,1.00000
2.38733,12.00969,1.00000
-5.59396,-7.81158,0.00000
-13.68043,4.37222,1.00000
3.51498,13.21289,1.00000
12.35086,3.94074,1.00000
-2.15687,6.75847,0.00000
11.25014,-9.40008,0.00000
-12.02341,9.95282,1.00000
-9.57248,-2.22802,0.00000
-4.02178,-6.01291,1.00000
-0.75252,13.10888,1.00000
-8.82286,-6.97922,0.00000
-0.10207,13.01416,1.00000
1.42557,6.19406,0.00000
3.69465,-13.20653,0.00000
8.35799,6.00818,1.00000
-15.54334,1.50702,1.00000
4.42433,10.28776,1.00000
-0.78656,4.23929,0.00000
7.82539,-6.87437,0.00000
4.43671,1.09579,0.00000
2.91397,13.44005,1.00000
-2.43112,-3.73785,1.00000
-8.26184,-9.05295,0.00000
-2.76767,7.35036,0.00000
-0.65019,-12.75153,0.00000
-4.82713,6.97803,0.00000
6.04193,-11.79202,0.00000
8.33301,-0.18560,1.00000
8.57416,6.16581,1.00000
9.58848,-9.61422,0.00000
5.30436,-5.35682,1.00000
4.39594,9.90088,1.00000
8.43510,-12.73766,0.00000
7.86020,8.55105,1.00000
-1.45811,7.54225,0.00000
1.89068,-12.42670,0.00000
5.95463,-5.59448,1.00000
5.87669,9.30625,1.00000
7.69702,-12.29136,0.00000
-7.50884,11.75258,1.00000
-12.49286,6.26020,1.00000
-2.02083,6.18813,0.00000
12.43631,-2.47054,0.00000
6.37821,-13.35970,0.00000
-13.61306,6.09086,1.00000
0.32156,-7.05465,1.00000
-2.09112,14.90652,1.00000
10.67766,5.82375,1.00000
-2.26934,-9.25720,0.00000
1.97518,5.94668,0.00000
13.23553,-4.11968,0.00000
-1.46021,-4.62284,1.00000
-8.29894,-7.68702,0.00000
12.65670,-7.50990,0.00000
-0.27781,11.42695,1.00000
-4.79904,-12.11751,0.00000
-8.06825,12.82833,1.00000
13.81352,-7.98620,0.00000
-2.02124,5.83985,0.00000
-2.31665,0.01058,1.00000
5.77224,-12.16324,0.00000
-10.71984,-4.53721,0.00000
-1.34309,-11.37111,0.00000
-14.02260,4.80147,1.00000
14.33849,-4.20360,0.00000
-0.06561,13.97845,1.00000
-3.38849,6.37662,0.00000
3.42105,11.75664,1.00000
-2.98775,5.10095,0.00000
-14.28238,6.33236,1.00000
11.04544,6.08997,1.00000
9.36212,6.46574,1.00000
